"","X","S","I","R","Kids","Adults","ID"
"2394",1374,4,0,2,0,0,146
"2395",1375,4,0,3,0,0,146
"2396",1376,4,0,3,0,0,146
"2397",1377,4,0,1,0,0,146
"2398",1378,1997,3,0,692,1305,147
"2399",1379,1990,7,1,3,4,147
"2400",1380,1976,14,2,10,4,147
"2401",1381,1951,25,1,14,11,147
"2402",1382,1896,55,9,32,23,147
"2403",1383,1813,83,14,43,40,147
"2404",1384,1669,144,18,71,73,147
"2405",1385,1454,215,45,105,110,147
"2406",1386,1172,282,75,125,157,147
"2407",1387,884,288,80,106,182,147
"2408",1388,587,297,112,96,201,147
"2409",1389,366,221,134,43,178,147
"2410",1390,221,145,167,17,128,147
"2411",1391,147,74,156,6,68,147
"2412",1392,95,52,135,9,43,147
"2413",1393,66,29,123,4,25,147
"2414",1394,50,16,110,1,15,147
"2415",1395,37,13,100,4,9,147
"2416",1396,32,5,90,0,5,147
"2417",1397,24,8,69,1,7,147
"2418",1398,22,2,63,0,2,147
"2419",1399,18,4,70,0,4,147
"2420",1400,15,3,50,1,2,147
"2421",1401,13,2,58,1,1,147
"2422",1402,9,4,34,0,4,147
"2423",1403,9,0,33,0,0,147
"2424",1404,8,1,40,0,1,147
"2425",1405,7,1,20,0,1,147
"2426",1406,7,0,28,0,0,147
"2427",1407,5,2,14,0,2,147
"2428",1408,5,0,27,0,0,147
"2429",1409,5,0,22,0,0,147
"2430",1410,5,0,18,0,0,147
"2431",1411,5,0,14,0,0,147
"2432",1412,5,0,3,0,0,147
"2433",1413,5,0,11,0,0,147
"2434",1414,5,0,7,0,0,147
"2435",1415,5,0,8,0,0,147
"2436",1416,5,0,4,0,0,147
"2437",1417,5,0,4,0,0,147
"2438",1418,5,0,2,0,0,147
"2439",1419,5,0,2,0,0,147
"2440",1420,5,0,3,0,0,147
"2441",1421,5,0,3,0,0,147
"2442",1422,5,0,2,0,0,147
"2443",1423,5,0,1,0,0,147
"2444",1424,5,0,2,0,0,147
"2445",1425,5,0,2,0,0,147
"2446",1426,5,0,0,0,0,147
"2447",1427,5,0,2,0,0,147
"2448",1428,5,0,2,0,0,147
"2449",1429,1997,3,0,704,1293,148
"2450",1430,1992,5,0,4,1,148
"2451",1431,1977,15,1,9,6,148
"2452",1432,1953,24,4,16,8,148
"2453",1433,1915,38,4,21,17,148
"2454",1434,1839,76,7,43,33,148
"2455",1435,1691,148,23,70,78,148
"2456",1436,1461,230,41,105,125,148
"2457",1437,1170,291,61,119,172,148
"2458",1438,838,332,101,114,218,148
"2459",1439,545,293,115,90,203,148
"2460",1440,344,201,164,48,153,148
"2461",1441,217,127,153,31,96,148
"2462",1442,143,74,128,12,62,148
"2463",1443,84,59,144,10,49,148
"2464",1444,55,29,117,3,26,148
"2465",1445,37,18,129,2,16,148
"2466",1446,33,4,94,0,4,148
"2467",1447,25,8,86,0,8,148
"2468",1448,20,5,84,1,4,148
"2469",1449,18,2,69,1,1,148
"2470",1450,15,3,60,1,2,148
"2471",1451,13,2,53,0,2,148
"2472",1452,13,0,41,0,0,148
"2473",1453,11,2,35,0,2,148
"2474",1454,10,1,46,0,1,148
"2475",1455,7,3,39,0,3,148
"2476",1456,7,0,22,0,0,148
"2477",1457,7,0,25,0,0,148
"2478",1458,7,0,18,0,0,148
"2479",1459,7,0,25,0,0,148
"2480",1460,6,1,9,1,0,148
"2481",1461,5,1,10,1,0,148
"2482",1462,5,0,7,0,0,148
"2483",1463,5,0,9,0,0,148
"2484",1464,5,0,6,0,0,148
"2485",1465,5,0,11,0,0,148
"2486",1466,5,0,6,0,0,148
"2487",1467,5,0,8,0,0,148
"2488",1468,5,0,5,0,0,148
"2489",1469,5,0,6,0,0,148
"2490",1470,5,0,2,0,0,148
"2491",1471,5,0,0,0,0,148
"2492",1472,5,0,2,0,0,148
"2493",1473,5,0,4,0,0,148
"2494",1474,5,0,1,0,0,148
"2495",1475,5,0,3,0,0,148
"2496",1476,5,0,4,0,0,148
"2497",1477,5,0,0,0,0,148
"2498",1478,5,0,4,0,0,148
"2499",1479,5,0,2,0,0,148
"2500",1480,1997,3,0,705,1292,149
"2501",1481,1997,0,0,0,0,149
"2502",1482,1990,7,1,6,1,149
"2503",1483,1980,10,0,5,5,149
"2504",1484,1960,20,7,11,9,149
"2505",1485,1916,44,1,21,23,149
"2506",1486,1850,66,5,35,31,149
"2507",1487,1698,152,22,83,69,149
"2508",1488,1464,234,39,113,121,149
"2509",1489,1178,286,56,132,154,149
"2510",1490,844,334,101,117,217,149
"2511",1491,561,283,121,80,203,149
"2512",1492,347,214,154,48,166,149
"2513",1493,216,131,167,23,108,149
"2514",1494,140,76,157,13,63,149
"2515",1495,92,48,142,8,40,149
"2516",1496,64,28,138,5,23,149
"2517",1497,54,10,99,0,10,149
"2518",1498,41,13,105,0,13,149
"2519",1499,31,10,84,1,9,149
"2520",1500,29,2,75,0,2,149
"2521",1501,21,8,61,3,5,149
"2522",1502,19,2,64,0,2,149
"2523",1503,17,2,46,0,2,149
"2524",1504,16,1,52,0,1,149
"2525",1505,15,1,41,0,1,149
"2526",1506,15,0,33,0,0,149
"2527",1507,12,3,25,0,3,149
"2528",1508,11,1,18,0,1,149
"2529",1509,11,0,24,0,0,149
"2530",1510,11,0,18,0,0,149
"2531",1511,11,0,14,0,0,149
"2532",1512,11,0,21,0,0,149
"2533",1513,11,0,23,0,0,149
"2534",1514,11,0,9,0,0,149
"2535",1515,11,0,10,0,0,149
"2536",1516,11,0,3,0,0,149
"2537",1517,11,0,3,0,0,149
"2538",1518,11,0,7,0,0,149
"2539",1519,11,0,5,0,0,149
"2540",1520,11,0,4,0,0,149
"2541",1521,11,0,3,0,0,149
"2542",1522,11,0,6,0,0,149
"2543",1523,11,0,3,0,0,149
"2544",1524,11,0,1,0,0,149
"2545",1525,11,0,3,0,0,149
"2546",1526,10,1,2,0,1,149
"2547",1527,10,0,3,0,0,149
"2548",1528,10,0,3,0,0,149
"2549",1529,10,0,1,0,0,149
"2550",1530,10,0,0,0,0,149
"2551",1531,1997,3,0,708,1289,150
"2552",1532,1994,3,1,1,2,150
"2553",1533,1991,3,1,1,2,150
"2554",1534,1977,14,1,5,9,150
"2555",1535,1950,27,1,16,11,150
"2556",1536,1897,53,7,28,25,150
"2557",1537,1804,93,13,48,45,150
"2558",1538,1623,181,28,96,85,150
"2559",1539,1356,267,51,117,150,150
"2560",1540,1032,324,90,140,184,150
"2561",1541,717,315,110,122,193,150
"2562",1542,454,263,127,69,194,150
"2563",1543,260,194,157,33,161,150
"2564",1544,149,111,158,12,99,150
"2565",1545,87,62,171,8,54,150
"2566",1546,59,28,117,8,20,150
"2567",1547,42,17,118,1,16,150
"2568",1548,28,14,87,2,12,150
"2569",1549,24,4,93,0,4,150
"2570",1550,18,6,91,1,5,150
"2571",1551,15,3,85,0,3,150
"2572",1552,10,5,59,0,5,150
"2573",1553,9,1,41,0,1,150
"2574",1554,7,2,47,0,2,150
"2575",1555,7,0,44,0,0,150
"2576",1556,7,0,29,0,0,150
"2577",1557,7,0,30,0,0,150
"2578",1558,7,0,35,0,0,150
"2579",1559,6,1,24,0,1,150
"2580",1560,6,0,22,0,0,150
"2581",1561,6,0,20,0,0,150
"2582",1562,5,1,21,0,1,150
"2583",1563,5,0,17,0,0,150
"2584",1564,5,0,12,0,0,150
"2585",1565,5,0,9,0,0,150
"2586",1566,5,0,13,0,0,150
"2587",1567,4,1,11,0,1,150
"2588",1568,3,1,9,0,1,150
"2589",1569,3,0,6,0,0,150
"2590",1570,3,0,4,0,0,150
"2591",1571,3,0,6,0,0,150
"2592",1572,3,0,7,0,0,150
"2593",1573,3,0,6,0,0,150
"2594",1574,3,0,1,0,0,150
"2595",1575,3,0,1,0,0,150
"2596",1576,3,0,4,0,0,150
"2597",1577,3,0,0,0,0,150
"2598",1578,3,0,0,0,0,150
"2599",1579,3,0,2,0,0,150
"2600",1580,3,0,2,0,0,150
"2601",1581,3,0,0,0,0,150
"2602",1582,1997,3,0,699,1298,151
"2603",1583,1994,3,0,2,1,151
"2604",1584,1988,6,2,4,2,151
"2605",1585,1976,12,1,9,3,151
"2606",1586,1939,37,1,26,11,151
"2607",1587,1866,73,15,42,31,151
"2608",1588,1764,102,17,53,49,151
"2609",1589,1582,182,28,95,87,151
"2610",1590,1302,280,48,120,160,151
"2611",1591,1001,301,85,128,173,151
"2612",1592,693,308,101,89,219,151
"2613",1593,449,244,127,70,174,151
"2614",1594,264,185,168,27,158,151
"2615",1595,180,84,158,13,71,151
"2616",1596,109,71,144,10,61,151
"2617",1597,72,37,137,1,36,151
"2618",1598,49,23,118,1,22,151
"2619",1599,37,12,101,1,11,151
"2620",1600,27,10,93,0,10,151
"2621",1601,24,3,92,0,3,151
"2622",1602,20,4,69,2,2,151
"2623",1603,19,1,55,0,1,151
"2624",1604,16,3,64,1,2,151
"2625",1605,15,1,52,0,1,151
"2626",1606,15,0,43,0,0,151
"2627",1607,15,0,28,0,0,151
"2628",1608,14,1,38,0,1,151
"2629",1609,13,1,24,0,1,151
"2630",1610,12,1,17,0,1,151
"2631",1611,12,0,22,0,0,151
"2632",1612,12,0,19,0,0,151
"2633",1613,11,1,10,1,0,151
"2634",1614,11,0,12,0,0,151
"2635",1615,11,0,19,0,0,151
"2636",1616,9,2,12,0,2,151
"2637",1617,8,1,11,1,0,151
"2638",1618,8,0,6,0,0,151
"2639",1619,8,0,6,0,0,151
"2640",1620,7,1,8,1,0,151
"2641",1621,7,0,5,0,0,151
"2642",1622,7,0,7,0,0,151
"2643",1623,7,0,5,0,0,151
"2644",1624,7,0,2,0,0,151
"2645",1625,7,0,1,0,0,151
"2646",1626,7,0,0,0,0,151
"2647",1627,7,0,2,0,0,151
"2648",1628,7,0,4,0,0,151
"2649",1629,7,0,3,0,0,151
"2650",1630,7,0,2,0,0,151
"2651",1631,7,0,2,0,0,151
"2652",1632,7,0,0,0,0,151
"2653",1633,1997,3,0,695,1302,152
"2654",1634,1996,1,0,1,0,152
"2655",1635,1994,2,0,0,2,152
"2656",1636,1989,5,0,4,1,152
"2657",1637,1978,11,0,7,4,152
"2658",1638,1956,22,3,14,8,152
"2659",1639,1915,41,4,22,19,152
"2660",1640,1841,74,12,32,42,152
"2661",1641,1718,123,16,57,66,152
"2662",1642,1488,230,38,95,135,152
"2663",1643,1197,291,54,128,163,152
"2664",1644,831,366,85,142,224,152
"2665",1645,504,327,150,104,223,152
"2666",1646,296,208,132,47,161,152
"2667",1647,187,109,175,19,90,152
"2668",1648,122,65,163,9,56,152
"2669",1649,78,44,154,1,43,152
"2670",1650,48,30,131,4,26,152
"2671",1651,35,13,103,2,11,152
"2672",1652,26,9,105,1,8,152
"2673",1653,22,4,91,0,4,152
"2674",1654,18,4,73,1,3,152
"2675",1655,15,3,77,1,2,152
"2676",1656,12,3,49,0,3,152
"2677",1657,11,1,52,1,0,152
"2678",1658,11,0,33,0,0,152
"2679",1659,11,0,38,0,0,152
"2680",1660,11,0,29,0,0,152
"2681",1661,11,0,28,0,0,152
"2682",1662,11,0,28,0,0,152
"2683",1663,10,1,23,0,1,152
"2684",1664,9,1,17,0,1,152
"2685",1665,9,0,13,0,0,152
"2686",1666,9,0,13,0,0,152
"2687",1667,9,0,12,0,0,152
"2688",1668,9,0,20,0,0,152
"2689",1669,9,0,6,0,0,152
"2690",1670,9,0,5,0,0,152
"2691",1671,9,0,7,0,0,152
"2692",1672,9,0,10,0,0,152
"2693",1673,9,0,3,0,0,152
"2694",1674,9,0,7,0,0,152
"2695",1675,9,0,4,0,0,152
"2696",1676,9,0,2,0,0,152
"2697",1677,9,0,2,0,0,152
"2698",1678,8,1,4,1,0,152
"2699",1679,8,0,4,0,0,152
"2700",1680,8,0,5,0,0,152
"2701",1681,8,0,2,0,0,152
"2702",1682,8,0,1,0,0,152
"2703",1683,8,0,2,0,0,152
"2704",1684,1997,3,0,699,1298,153
"2705",1685,1993,4,0,4,0,153
"2706",1686,1981,12,2,9,3,153
"2707",1687,1959,22,2,15,7,153
"2708",1688,1906,53,1,31,22,153
"2709",1689,1801,105,15,50,55,153
"2710",1690,1666,135,23,62,73,153
"2711",1691,1425,241,36,105,136,153
"2712",1692,1117,308,64,132,176,153
"2713",1693,777,340,91,121,219,153
"2714",1694,478,299,137,83,216,153
"2715",1695,286,192,171,45,147,153
"2716",1696,163,123,165,19,104,153
"2717",1697,108,55,160,7,48,153
"2718",1698,74,34,131,3,31,153
"2719",1699,53,21,106,5,16,153
"2720",1700,36,17,103,2,15,153
"2721",1701,26,10,91,2,8,153
"2722",1702,20,6,99,1,5,153
"2723",1703,16,4,77,1,3,153
"2724",1704,14,2,67,0,2,153
"2725",1705,14,0,55,0,0,153
"2726",1706,12,2,57,1,1,153
"2727",1707,11,1,45,0,1,153
"2728",1708,9,2,36,0,2,153
"2729",1709,8,1,35,0,1,153
"2730",1710,7,1,24,0,1,153
"2731",1711,6,1,29,0,1,153
"2732",1712,5,1,22,0,1,153
"2733",1713,5,0,22,0,0,153
"2734",1714,5,0,20,0,0,153
"2735",1715,5,0,14,0,0,153
"2736",1716,5,0,12,0,0,153
"2737",1717,5,0,9,0,0,153
"2738",1718,5,0,9,0,0,153
"2739",1719,5,0,11,0,0,153
"2740",1720,5,0,7,0,0,153
"2741",1721,5,0,7,0,0,153
"2742",1722,5,0,6,0,0,153
"2743",1723,5,0,4,0,0,153
"2744",1724,5,0,4,0,0,153
"2745",1725,5,0,5,0,0,153
"2746",1726,5,0,3,0,0,153
"2747",1727,5,0,2,0,0,153
"2748",1728,5,0,2,0,0,153
"2749",1729,5,0,3,0,0,153
"2750",1730,5,0,1,0,0,153
"2751",1731,5,0,0,0,0,153
"2752",1732,5,0,3,0,0,153
"2753",1733,5,0,0,0,0,153
"2754",1734,5,0,2,0,0,153
"2755",1735,1997,3,0,677,1320,154
"2756",1736,1995,2,1,0,2,154
"2757",1737,1993,2,1,0,2,154
"2758",1738,1988,5,0,3,2,154
"2759",1739,1978,10,2,6,4,154
"2760",1740,1964,14,3,8,6,154
"2761",1741,1933,31,4,23,8,154
"2762",1742,1867,66,5,35,31,154
"2763",1743,1760,107,15,51,56,154
"2764",1744,1592,168,28,74,94,154
"2765",1745,1362,230,49,104,126,154
"2766",1746,1056,306,67,120,186,154
"2767",1747,768,288,88,96,192,154
"2768",1748,526,242,130,61,181,154
"2769",1749,305,221,137,51,170,154
"2770",1750,177,128,169,16,112,154
"2771",1751,106,71,158,11,60,154
"2772",1752,72,34,143,3,31,154
"2773",1753,53,19,119,5,14,154
"2774",1754,40,13,109,2,11,154
"2775",1755,33,7,92,1,6,154
"2776",1756,26,7,84,3,4,154
"2777",1757,20,6,85,0,6,154
"2778",1758,14,6,65,3,3,154
"2779",1759,13,1,43,0,1,154
"2780",1760,11,2,42,0,2,154
"2781",1761,10,1,41,0,1,154
"2782",1762,9,1,45,0,1,154
"2783",1763,9,0,40,0,0,154
"2784",1764,9,0,27,0,0,154
"2785",1765,8,1,25,0,1,154
"2786",1766,7,1,21,0,1,154
"2787",1767,7,0,25,0,0,154
"2788",1768,7,0,13,0,0,154
"2789",1769,7,0,20,0,0,154
"2790",1770,6,1,11,0,1,154
"2791",1771,6,0,13,0,0,154
"2792",1772,5,1,13,0,1,154
"2793",1773,5,0,9,0,0,154
"2794",1774,5,0,5,0,0,154
"2795",1775,5,0,9,0,0,154
"2796",1776,5,0,5,0,0,154
"2797",1777,5,0,4,0,0,154
"2798",1778,5,0,2,0,0,154
"2799",1779,5,0,4,0,0,154
"2800",1780,5,0,3,0,0,154
"2801",1781,5,0,4,0,0,154
"2802",1782,5,0,2,0,0,154
"2803",1783,5,0,1,0,0,154
"2804",1784,5,0,1,0,0,154
"2805",1785,5,0,2,0,0,154
"2806",1786,1997,3,0,711,1286,155
"2807",1787,1994,3,1,1,2,155
"2808",1788,1991,3,0,0,3,155
"2809",1789,1985,6,0,1,5,155
"2810",1790,1975,10,1,6,4,155
"2811",1791,1948,27,7,15,12,155
"2812",1792,1906,42,6,26,16,155
"2813",1793,1833,73,11,41,32,155
"2814",1794,1693,140,14,64,76,155
"2815",1795,1472,221,37,121,100,155
"2816",1796,1142,330,64,147,183,155
"2817",1797,823,319,98,117,202,155
"2818",1798,549,274,155,84,190,155
"2819",1799,337,212,146,44,168,155
"2820",1800,197,140,159,16,124,155
"2821",1801,129,68,137,13,55,155
"2822",1802,84,45,150,5,40,155
"2823",1803,57,27,125,3,24,155
"2824",1804,42,15,89,3,12,155
"2825",1805,37,5,105,0,5,155
"2826",1806,31,6,86,1,5,155
"2827",1807,21,10,83,2,8,155
"2828",1808,19,2,50,0,2,155
"2829",1809,15,4,72,0,4,155
"2830",1810,11,4,55,0,4,155
"2831",1811,11,0,53,0,0,155
"2832",1812,11,0,27,0,0,155
"2833",1813,10,1,45,0,1,155
"2834",1814,7,3,28,0,3,155
"2835",1815,6,1,28,0,1,155
"2836",1816,6,0,18,0,0,155
"2837",1817,6,0,15,0,0,155
"2838",1818,6,0,12,0,0,155
"2839",1819,5,1,23,0,1,155
"2840",1820,5,0,12,0,0,155
"2841",1821,5,0,15,0,0,155
"2842",1822,5,0,6,0,0,155
"2843",1823,4,1,9,0,1,155
"2844",1824,4,0,13,0,0,155
"2845",1825,4,0,5,0,0,155
"2846",1826,4,0,3,0,0,155
"2847",1827,4,0,5,0,0,155
"2848",1828,4,0,1,0,0,155
"2849",1829,4,0,4,0,0,155
"2850",1830,4,0,2,0,0,155
"2851",1831,4,0,5,0,0,155
"2852",1832,4,0,1,0,0,155
"2853",1833,4,0,1,0,0,155
"2854",1834,4,0,3,0,0,155
"2855",1835,4,0,1,0,0,155
"2856",1836,4,0,1,0,0,155
"2857",1837,1997,3,0,687,1310,156
"2858",1838,1996,1,1,1,0,156
"2859",1839,1993,3,0,2,1,156
"2860",1840,1983,10,1,7,3,156
"2861",1841,1968,15,2,9,6,156
"2862",1842,1927,41,4,23,18,156
"2863",1843,1853,74,10,37,37,156
"2864",1844,1717,136,17,70,66,156
"2865",1845,1523,194,36,99,95,156
"2866",1846,1218,305,50,135,170,156
"2867",1847,869,349,85,132,217,156
"2868",1848,586,283,130,75,208,156
"2869",1849,355,231,146,50,181,156
"2870",1850,197,158,157,27,131,156
"2871",1851,115,82,175,11,71,156
"2872",1852,69,46,157,2,44,156
"2873",1853,42,27,138,2,25,156
"2874",1854,31,11,104,2,9,156
"2875",1855,20,11,91,0,11,156
"2876",1856,14,6,92,1,5,156
"2877",1857,13,1,77,0,1,156
"2878",1858,10,3,68,1,2,156
"2879",1859,10,0,49,0,0,156
"2880",1860,9,1,56,0,1,156
"2881",1861,9,0,50,0,0,156
"2882",1862,7,2,49,0,2,156
"2883",1863,7,0,21,0,0,156
"2884",1864,7,0,28,0,0,156
"2885",1865,7,0,20,0,0,156
"2886",1866,7,0,17,0,0,156
"2887",1867,7,0,20,0,0,156
"2888",1868,7,0,18,0,0,156
"2889",1869,7,0,13,0,0,156
"2890",1870,7,0,12,0,0,156
"2891",1871,7,0,16,0,0,156
"2892",1872,7,0,9,0,0,156
"2893",1873,7,0,9,0,0,156
"2894",1874,7,0,11,0,0,156
"2895",1875,7,0,7,0,0,156
"2896",1876,7,0,7,0,0,156
"2897",1877,7,0,5,0,0,156
"2898",1878,7,0,2,0,0,156
"2899",1879,7,0,5,0,0,156
"2900",1880,7,0,5,0,0,156
"2901",1881,7,0,5,0,0,156
"2902",1882,7,0,2,0,0,156
"2903",1883,7,0,2,0,0,156
"2904",1884,7,0,2,0,0,156
"2905",1885,7,0,2,0,0,156
"2906",1886,7,0,3,0,0,156
"2907",1887,7,0,2,0,0,156
"2908",1888,1997,3,0,708,1289,157
"2909",1889,1996,1,0,1,0,157
"2910",1890,1989,7,1,6,1,157
"2911",1891,1969,20,2,12,8,157
"2912",1892,1932,37,5,19,18,157
"2913",1893,1860,72,10,38,34,157
"2914",1894,1745,115,21,52,63,157
"2915",1895,1549,196,24,85,111,157
"2916",1896,1285,264,52,126,138,157
"2917",1897,968,317,65,132,185,157
"2918",1898,633,335,110,116,219,157
"2919",1899,393,240,140,54,186,157
"2920",1900,229,164,170,31,133,157
"2921",1901,145,84,156,13,71,157
"2922",1902,97,48,157,12,36,157
"2923",1903,66,31,156,3,28,157
"2924",1904,45,21,111,1,20,157
"2925",1905,37,8,105,0,8,157
"2926",1906,28,9,98,2,7,157
"2927",1907,22,6,94,1,5,157
"2928",1908,19,3,65,0,3,157
"2929",1909,17,2,59,1,1,157
"2930",1910,15,2,43,0,2,157
"2931",1911,14,1,41,0,1,157
"2932",1912,11,3,41,0,3,157
"2933",1913,11,0,34,0,0,157
"2934",1914,10,1,24,1,0,157
"2935",1915,9,1,24,0,1,157
"2936",1916,9,0,22,0,0,157
"2937",1917,9,0,24,0,0,157
"2938",1918,9,0,23,0,0,157
"2939",1919,8,1,20,0,1,157
"2940",1920,8,0,14,0,0,157
"2941",1921,8,0,10,0,0,157
"2942",1922,8,0,12,0,0,157
"2943",1923,8,0,11,0,0,157
"2944",1924,8,0,7,0,0,157
"2945",1925,8,0,5,0,0,157
"2946",1926,8,0,1,0,0,157
"2947",1927,8,0,4,0,0,157
"2948",1928,8,0,4,0,0,157
"2949",1929,8,0,1,0,0,157
"2950",1930,8,0,3,0,0,157
"2951",1931,8,0,3,0,0,157
"2952",1932,8,0,3,0,0,157
"2953",1933,8,0,1,0,0,157
"2954",1934,8,0,3,0,0,157
"2955",1935,8,0,2,0,0,157
"2956",1936,8,0,0,0,0,157
"2957",1937,8,0,1,0,0,157
"2958",1938,8,0,0,0,0,157
"2959",1939,1997,3,0,685,1312,158
"2960",1940,1994,3,0,0,3,158
"2961",1941,1992,2,1,1,1,158
"2962",1942,1987,5,4,2,3,158
"2963",1943,1978,9,0,4,5,158
"2964",1944,1959,19,0,11,8,158
"2965",1945,1926,33,2,15,18,158
"2966",1946,1855,71,6,36,35,158
"2967",1947,1739,116,16,63,53,158
"2968",1948,1536,203,25,107,96,158
"2969",1949,1224,312,53,129,183,158
"2970",1950,872,352,97,127,225,158
"2971",1951,557,315,124,107,208,158
"2972",1952,326,231,147,52,179,158
"2973",1953,187,139,150,18,121,158
"2974",1954,108,79,153,9,70,158
"2975",1955,60,48,135,2,46,158
"2976",1956,41,19,142,0,19,158
"2977",1957,28,13,114,1,12,158
"2978",1958,19,9,120,0,9,158
"2979",1959,16,3,102,1,2,158
"2980",1960,12,4,86,0,4,158
"2981",1961,9,3,72,0,3,158
"2982",1962,9,0,53,0,0,158
"2983",1963,7,2,44,0,2,158
"2984",1964,6,1,43,0,1,158
"2985",1965,6,0,56,0,0,158
"2986",1966,6,0,41,0,0,158
"2987",1967,6,0,29,0,0,158
"2988",1968,5,1,24,0,1,158
"2989",1969,4,1,29,0,1,158
"2990",1970,3,1,16,0,1,158
"2991",1971,2,1,11,0,1,158
"2992",1972,2,0,20,0,0,158
"2993",1973,2,0,19,0,0,158
"2994",1974,2,0,12,0,0,158
"2995",1975,2,0,7,0,0,158
"2996",1976,2,0,6,0,0,158
"2997",1977,2,0,8,0,0,158
"2998",1978,2,0,3,0,0,158
"2999",1979,2,0,4,0,0,158
"3000",1980,2,0,4,0,0,158
"3001",1981,2,0,1,0,0,158
"3002",1982,2,0,3,0,0,158
"3003",1983,2,0,4,0,0,158
"3004",1984,2,0,2,0,0,158
"3005",1985,2,0,0,0,0,158
"3006",1986,2,0,3,0,0,158
"3007",1987,2,0,0,0,0,158
"3008",1988,2,0,1,0,0,158
"3009",1989,2,0,1,0,0,158
"3010",1990,1997,3,0,705,1292,159
"3011",1991,1993,4,0,3,1,159
"3012",1992,1985,8,0,5,3,159
"3013",1993,1971,14,3,10,4,159
"3014",1994,1948,23,3,13,10,159
"3015",1995,1891,57,4,26,31,159
"3016",1996,1789,102,13,34,68,159
"3017",1997,1632,157,35,71,86,159
"3018",1998,1399,233,41,108,125,159
"3019",1999,1096,303,70,133,170,159
"3020",2000,773,323,83,120,203,159
"3021",2001,495,278,135,100,178,159
"3022",2002,331,164,140,43,121,159
"3023",2003,205,126,170,18,108,159
"3024",2004,123,82,131,10,72,159
"3025",2005,71,52,135,6,46,159
"3026",2006,48,23,128,1,22,159
"3027",2007,32,16,109,3,13,159
"3028",2008,25,7,102,0,7,159
"3029",2009,21,4,85,0,4,159
"3030",2010,17,4,70,0,4,159
"3031",2011,11,6,67,0,6,159
"3032",2012,9,2,69,0,2,159
"3033",2013,8,1,48,0,1,159
"3034",2014,8,0,44,0,0,159
"3035",2015,8,0,36,0,0,159
"3036",2016,8,0,40,0,0,159
"3037",2017,8,0,38,0,0,159
"3038",2018,8,0,24,0,0,159
"3039",2019,7,1,22,0,1,159
"3040",2020,7,0,16,0,0,159
"3041",2021,7,0,11,0,0,159
"3042",2022,7,0,13,0,0,159
"3043",2023,7,0,13,0,0,159
"3044",2024,7,0,9,0,0,159
"3045",2025,7,0,18,0,0,159
"3046",2026,7,0,10,0,0,159
"3047",2027,7,0,4,0,0,159
"3048",2028,7,0,7,0,0,159
"3049",2029,7,0,8,0,0,159
"3050",2030,7,0,5,0,0,159
"3051",2031,7,0,8,0,0,159
"3052",2032,7,0,4,0,0,159
"3053",2033,7,0,2,0,0,159
"3054",2034,6,1,4,1,0,159
"3055",2035,6,0,1,0,0,159
"3056",2036,6,0,1,0,0,159
"3057",2037,6,0,2,0,0,159
"3058",2038,6,0,0,0,0,159
"3059",2039,6,0,2,0,0,159
"3060",2040,6,0,2,0,0,159
"3061",2041,1997,3,0,682,1315,160
"3062",2042,1994,3,0,0,3,160
"3063",2043,1992,2,0,1,1,160
"3064",2044,1989,3,1,1,2,160
"3065",2045,1983,6,1,3,3,160
"3066",2046,1971,12,2,6,6,160
"3067",2047,1948,23,3,11,12,160
"3068",2048,1915,33,5,15,18,160
"3069",2049,1840,75,12,36,39,160
"3070",2050,1701,139,19,66,73,160
"3071",2051,1455,246,33,109,137,160
"3072",2052,1144,311,56,130,181,160
"3073",2053,805,339,93,119,220,160
"3074",2054,507,298,124,95,203,160
"3075",2055,314,193,162,46,147,160
"3076",2056,176,138,138,22,116,160
"3077",2057,103,73,128,8,65,160
"3078",2058,59,44,158,6,38,160
"3079",2059,43,16,138,2,14,160
"3080",2060,29,14,134,2,12,160
"3081",2061,21,8,106,2,6,160
"3082",2062,15,6,93,1,5,160
"3083",2063,14,1,77,0,1,160
"3084",2064,9,5,76,0,5,160
"3085",2065,6,3,45,0,3,160
"3086",2066,5,1,50,0,1,160
"3087",2067,5,0,52,0,0,160
"3088",2068,4,1,37,1,0,160
"3089",2069,4,0,37,0,0,160
"3090",2070,2,2,35,0,2,160
"3091",2071,2,0,26,0,0,160
"3092",2072,2,0,16,0,0,160
"3093",2073,2,0,18,0,0,160
"3094",2074,2,0,16,0,0,160
"3095",2075,2,0,14,0,0,160
"3096",2076,2,0,10,0,0,160
"3097",2077,2,0,12,0,0,160
"3098",2078,2,0,10,0,0,160
"3099",2079,2,0,9,0,0,160
"3100",2080,2,0,3,0,0,160
"3101",2081,2,0,5,0,0,160
"3102",2082,2,0,6,0,0,160
"3103",2083,1,1,6,0,1,160
"3104",2084,1,0,4,0,0,160
"3105",2085,1,0,1,0,0,160
"3106",2086,1,0,6,0,0,160
"3107",2087,1,0,2,0,0,160
"3108",2088,1,0,3,0,0,160
"3109",2089,1,0,4,0,0,160
"3110",2090,1,0,2,0,0,160
"3111",2091,1,0,1,0,0,160
"3112",2092,1997,3,0,688,1309,161
"3113",2093,1996,1,0,1,0,161
"3114",2094,1991,5,1,3,2,161
"3115",2095,1986,5,1,5,0,161
"3116",2096,1971,15,1,8,7,161
"3117",2097,1935,36,6,20,16,161
"3118",2098,1857,78,7,41,37,161
"3119",2099,1727,130,10,58,72,161
